id,voltage,temperature,current,sot,phase,soc,added_at,cell_id_id
673,598.3,25.02,77.9,83.83,268.35,39.11,9/7/2022 21:58:57,673
674,601.8,16.59,43.66,68.12,89.21,5.82,7/23/2022 01:51:06,674
675,310.1,11.07,43.22,99.9,305.97,6.9,3/27/2022 14:49:28,675
676,199.82,6.31,69.3,26.16,286.71,42.03,4/1/2022 08:27:37,676
677,182.42,-40.11,61.2,81.57,127.74,89.92,7/22/2022 03:32:26,677
678,373.7,-9.64,92.35,68.34,174.34,27.55,6/21/2022 23:57:59,678
679,139.1,27.82,72.42,22.07,103.52,98.88,6/24/2022 15:04:21,679
680,673.73,-47.55,45.43,77.47,119.86,0.6,12/6/2022 22:27:43,680
681,59.74,-30.12,35.53,71.29,102.8,23.01,11/7/2022 12:39:56,681
682,276.93,25.33,44.71,50.09,91.59,83.02,10/5/2022 00:53:23,682
683,261.67,-40.5,2.29,34.23,36.72,8.01,5/14/2022 07:18:12,683
684,996.58,43.25,81.68,97.93,113.0,76.96,12/1/2022 09:54:32,684
685,165.04,-46.34,69.76,53.46,159.88,9.1,2/24/2022 02:08:51,685
686,983.59,25.46,19.71,79.67,297.55,27.27,7/24/2022 20:55:01,686
687,958.66,-44.05,13.58,99.81,78.33,35.82,1/3/2022 23:00:57,687
688,565.54,-36.04,70.75,74.29,172.11,58.58,11/1/2022 11:24:15,688
689,785.08,47.53,52.07,75.97,302.19,66.24,4/6/2022 06:24:13,689
690,551.08,8.34,11.07,69.72,268.43,90.07,6/5/2022 08:46:02,690
691,178.04,24.46,18.73,22.98,146.18,78.77,9/18/2022 19:06:03,691
692,690.98,-9.02,56.27,72.88,106.51,33.8,11/1/2022 03:56:01,692
693,680.96,20.05,52.04,28.55,182.0,27.91,2/10/2022 21:14:25,693
694,187.08,-15.8,5.14,17.96,358.23,38.85,2/6/2022 12:44:59,694
695,526.12,21.49,88.49,88.28,279.44,58.24,8/14/2022 02:40:14,695
696,351.12,25.42,18.76,24.13,50.83,47.29,7/29/2022 04:41:12,696
697,612.54,32.98,31.8,55.36,186.01,54.65,10/18/2022 07:35:12,697
698,952.03,-47.56,36.17,16.56,286.83,59.82,5/15/2022 00:58:42,698
699,602.17,-38.83,96.32,12.87,78.48,4.7,4/5/2022 02:43:56,699
700,183.92,38.0,14.37,27.35,289.47,81.77,11/23/2022 12:29:02,700
701,941.13,0.15,9.21,64.28,215.58,61.59,3/15/2022 09:46:17,701
702,244.05,-12.83,49.13,40.0,220.98,89.53,10/9/2022 07:36:13,702
703,414.31,-40.99,87.11,40.94,17.43,64.36,1/2/2022 05:05:31,703
704,236.8,7.25,68.12,58.78,120.68,36.33,2/25/2022 23:50:07,704
705,524.19,-13.46,33.48,59.29,57.05,68.9,4/25/2022 11:25:09,705
706,603.85,-12.29,94.95,65.43,356.52,68.67,1/5/2022 22:49:36,706
707,746.12,-7.85,66.35,73.63,5.58,17.45,8/15/2022 18:43:48,707
708,866.93,48.22,23.42,43.89,24.87,17.97,7/17/2022 03:08:21,708
709,46.42,26.92,78.39,30.21,229.57,39.5,8/6/2022 14:39:51,709
710,375.94,-39.67,51.0,58.76,341.55,91.5,6/27/2022 23:46:10,710
711,894.01,-38.32,52.57,94.59,121.0,24.76,3/25/2022 10:04:05,711
712,675.89,-31.49,69.5,57.25,234.58,32.83,7/22/2022 22:44:57,712
713,292.94,-36.54,73.13,75.15,320.1,82.12,3/15/2022 09:21:28,713
714,309.28,11.65,79.8,13.24,359.3,53.83,10/15/2022 14:58:39,714
715,420.58,-26.72,0.08,72.51,27.36,51.7,11/12/2022 11:09:47,715
716,641.5,-24.67,82.54,31.99,5.81,7.32,11/18/2022 22:45:45,716
717,796.49,19.3,16.53,33.46,211.68,88.77,6/13/2022 13:26:18,717
718,855.2,3.88,82.05,12.45,329.08,97.7,4/11/2022 20:16:04,718
719,724.59,31.08,73.6,90.03,119.67,43.66,10/29/2022 10:17:28,719
720,682.11,28.54,67.7,7.34,153.95,52.7,11/19/2022 01:56:27,720
721,222.03,32.78,3.26,67.19,62.13,55.29,2/25/2022 18:12:24,721
722,297.77,13.01,19.57,47.0,20.42,34.68,12/6/2022 09:10:59,722
723,597.31,-5.42,4.15,79.22,36.97,99.78,1/29/2022 17:43:23,723
724,63.12,22.81,44.98,7.49,118.12,95.17,2/5/2022 05:09:13,724
725,910.92,37.36,17.24,27.79,256.64,91.11,9/5/2022 08:14:35,725
726,383.45,4.03,49.3,0.17,223.67,96.85,5/21/2022 07:17:57,726
727,895.12,-25.48,9.63,76.51,233.67,81.26,1/24/2022 08:17:01,727
728,666.46,37.39,29.98,10.17,354.67,29.15,11/24/2022 17:19:49,728
729,959.17,15.97,22.61,56.9,163.11,56.7,10/26/2022 15:25:36,729
730,832.21,-31.01,99.4,74.01,195.53,70.93,7/4/2022 12:47:14,730
731,204.7,-31.7,33.55,43.42,326.44,0.48,9/26/2022 19:30:32,731
732,867.73,44.49,65.79,99.9,320.81,18.73,11/27/2022 08:55:14,732
733,315.92,-14.72,71.72,72.68,292.22,49.4,8/5/2022 04:08:13,733
734,897.56,-15.63,98.53,8.05,190.86,5.54,11/22/2022 00:30:50,734
735,234.93,13.26,45.19,50.27,132.07,13.49,8/24/2022 06:53:32,735
736,41.92,10.85,66.5,6.87,106.16,65.41,1/18/2022 08:04:04,736
737,344.48,10.95,8.66,55.26,219.95,6.76,3/23/2022 14:15:17,737
738,110.25,-35.13,34.47,36.15,291.88,98.72,1/29/2022 20:04:08,738
739,0.81,16.32,89.42,11.82,238.78,32.53,6/8/2022 12:56:29,739
740,667.84,5.84,45.73,46.04,237.28,4.15,1/11/2022 02:46:39,740
741,161.15,-29.55,21.73,11.33,103.5,6.24,2/11/2022 14:07:20,741
742,771.43,-28.23,17.3,67.13,54.39,13.87,1/30/2022 05:23:31,742
743,311.31,-15.99,4.8,39.62,46.33,90.08,11/13/2022 11:40:33,743
744,158.13,44.57,85.08,47.2,239.02,36.73,6/5/2022 03:10:31,744
745,656.57,-40.12,44.18,66.43,157.96,73.97,6/26/2022 07:40:21,745
746,957.79,44.17,9.22,44.76,202.05,96.1,5/29/2022 07:48:58,746
747,300.52,43.34,70.88,32.11,132.37,20.03,6/17/2022 15:42:50,747
748,393.11,1.36,56.42,49.16,203.29,18.98,11/8/2022 05:54:09,748
749,578.45,-4.86,79.48,82.49,181.4,22.96,4/22/2022 07:32:51,749
750,39.38,35.28,97.4,91.83,231.97,60.0,8/19/2022 18:54:50,750
751,487.96,-37.53,91.44,89.17,147.28,82.44,3/23/2022 12:08:24,751
752,428.08,48.76,0.46,69.57,50.29,62.3,10/27/2022 18:04:33,752
753,131.33,-9.23,19.42,4.03,26.21,90.52,5/22/2022 13:46:28,753
754,912.43,6.08,94.6,41.83,280.88,90.4,1/7/2022 18:30:02,754
755,311.61,25.56,23.49,27.13,207.75,51.82,7/14/2022 14:50:34,755
756,317.58,6.16,74.78,5.97,19.64,17.65,9/12/2022 12:51:13,756
757,443.65,18.1,2.66,97.28,300.12,85.55,11/15/2022 12:44:27,757
758,682.79,-32.91,0.04,46.28,109.11,44.23,11/18/2022 14:15:53,758
759,464.06,-9.0,20.61,11.36,59.13,37.47,2/15/2022 13:24:17,759
760,443.98,-38.0,42.11,11.38,222.87,54.65,5/13/2022 01:41:08,760
761,32.92,-16.2,6.73,73.97,20.39,30.21,9/13/2022 09:23:12,761
762,589.41,-41.33,57.1,41.99,178.91,15.92,11/13/2022 14:32:00,762
763,795.78,13.66,79.69,22.68,121.98,74.01,3/25/2022 13:39:41,763
764,59.75,-49.47,7.96,88.61,288.6,63.2,6/17/2022 08:27:16,764
765,249.74,22.07,17.77,98.6,269.52,54.12,9/16/2022 06:20:51,765
766,510.02,-31.91,23.02,28.72,320.06,81.33,5/23/2022 01:33:14,766
767,875.36,-49.9,96.57,74.61,80.07,13.49,4/5/2022 19:02:46,767
768,173.57,-42.06,49.13,99.27,162.18,77.92,2/27/2022 21:29:46,768
769,546.74,9.61,89.42,78.47,326.93,78.05,9/5/2022 19:21:33,769
770,271.73,-12.83,69.79,97.76,347.12,72.53,12/23/2022 04:58:36,770
771,50.03,-17.21,48.26,14.2,92.1,68.06,4/4/2022 13:37:58,771
772,849.67,-44.82,85.08,88.91,231.61,39.5,10/12/2022 15:27:49,772
773,346.95,35.01,10.46,69.36,212.35,6.45,7/5/2022 21:21:26,773
774,285.14,-30.72,95.69,79.09,12.23,41.47,7/12/2022 14:31:03,774
775,628.58,-35.3,26.65,73.44,211.4,34.1,4/21/2022 23:40:44,775
776,835.91,16.66,5.82,64.25,4.63,34.46,1/31/2022 10:07:34,776
777,674.4,-35.96,97.67,65.31,11.27,35.44,8/8/2022 18:24:18,777
778,88.39,-14.65,28.83,33.03,263.94,72.84,8/23/2022 12:40:56,778
779,631.88,0.46,67.73,51.16,61.5,93.67,3/20/2022 15:48:46,779
780,413.65,45.16,4.78,20.07,58.42,83.42,6/4/2022 06:28:00,780
781,423.21,-49.3,44.43,27.41,80.01,23.05,12/23/2022 11:41:11,781
782,93.48,10.18,18.87,69.11,269.61,54.45,6/15/2022 15:50:23,782
783,542.16,15.21,20.69,81.73,138.17,55.13,9/22/2022 01:41:41,783
784,281.4,16.03,38.94,4.77,172.62,37.51,5/20/2022 20:03:03,784
785,749.99,-4.74,84.34,67.85,208.45,8.2,3/4/2022 03:52:10,785
786,687.63,48.67,62.88,48.67,55.36,2.38,4/26/2022 21:36:09,786
787,451.97,-6.81,75.94,75.54,269.96,33.69,1/8/2022 09:44:24,787
788,920.11,-38.97,78.71,12.48,80.57,40.45,11/4/2022 23:18:14,788
789,451.65,-5.18,36.07,19.8,156.62,83.93,1/12/2022 05:41:29,789
790,61.65,-1.19,30.92,32.08,52.68,64.22,7/24/2022 00:37:23,790
791,949.74,-4.67,27.33,17.69,25.81,31.43,5/7/2022 00:27:08,791
792,178.25,28.26,1.08,15.8,2.8,71.4,12/24/2022 06:33:11,792
793,576.81,34.58,77.33,97.37,262.75,46.76,11/17/2022 04:29:36,793
794,781.25,37.17,21.58,78.78,136.85,64.2,4/20/2022 20:59:00,794
795,752.26,48.77,27.01,89.35,118.32,68.73,2/2/2022 07:48:56,795
796,715.79,33.15,97.62,73.5,334.32,70.76,9/2/2022 23:06:22,796
797,40.89,23.6,65.39,78.84,49.43,27.7,3/5/2022 09:42:45,797
798,639.17,-45.16,77.44,5.5,247.91,52.53,12/26/2022 07:11:00,798
799,933.19,-5.54,20.24,0.38,251.59,95.32,11/17/2022 18:48:12,799
800,595.77,-33.45,17.68,69.33,337.56,29.42,4/26/2022 04:31:11,800
801,366.66,-40.45,18.58,16.7,287.94,63.09,5/8/2022 03:24:52,801
802,10.94,-44.01,31.84,75.42,345.56,7.62,8/24/2022 02:23:43,802
803,590.38,-10.88,14.44,55.2,21.83,43.14,9/19/2022 17:27:12,803
804,726.59,42.43,8.76,4.03,283.97,80.66,1/31/2022 07:34:21,804
805,455.67,-0.89,67.44,7.64,48.0,12.66,4/11/2022 02:54:54,805
806,879.58,2.07,12.31,27.74,354.26,60.56,6/27/2022 14:03:58,806
807,937.09,40.28,52.59,75.87,316.91,6.26,4/7/2022 00:27:25,807
808,95.64,-10.43,88.73,40.14,26.51,19.83,9/1/2022 07:30:22,808
809,15.26,-9.27,65.3,19.74,1.38,58.61,6/11/2022 05:40:46,809
810,181.02,25.47,87.06,21.76,23.27,64.27,1/5/2022 13:30:56,810
811,257.48,-3.7,49.32,52.64,139.13,60.27,6/18/2022 21:47:44,811
812,447.36,-10.72,89.09,5.86,38.27,76.37,2/21/2022 13:46:11,812
813,315.24,-21.81,0.76,56.28,70.87,96.13,2/23/2022 16:28:02,813
814,38.01,-35.38,22.47,39.42,31.67,87.07,10/17/2022 01:42:57,814
815,633.6,1.9,86.14,97.82,18.05,71.64,3/27/2022 07:12:38,815
816,685.3,-38.52,10.14,7.09,239.0,40.19,10/11/2022 00:59:29,816
817,849.77,19.61,10.38,64.97,318.04,3.31,4/1/2022 22:03:50,817
818,635.45,45.45,6.85,10.01,266.44,56.29,4/18/2022 22:42:49,818
819,520.23,-26.5,13.12,71.5,289.81,31.07,8/20/2022 22:51:58,819
820,573.85,17.79,79.25,10.36,278.16,54.23,10/16/2022 16:12:23,820
821,153.53,6.38,97.66,88.88,59.4,97.13,9/26/2022 19:20:59,821
822,34.74,-27.9,26.1,16.05,234.05,82.58,11/26/2022 23:04:18,822
823,291.69,3.52,58.69,90.22,151.59,92.69,7/10/2022 21:23:38,823
824,651.33,1.49,83.58,8.11,315.03,57.35,6/21/2022 06:15:14,824
825,865.95,35.38,5.69,54.15,266.21,11.54,5/30/2022 08:10:01,825
826,537.08,14.04,29.28,51.02,183.28,23.09,8/23/2022 06:21:28,826
827,209.85,19.07,42.24,96.26,108.73,0.32,5/6/2022 06:05:36,827
828,685.36,-49.7,1.89,54.61,48.1,13.97,1/28/2022 02:02:23,828
829,533.1,-11.88,88.5,16.52,309.62,93.97,4/27/2022 18:02:31,829
830,556.41,-26.1,37.44,7.69,292.33,53.12,5/10/2022 00:19:04,830
831,639.57,-47.22,24.29,67.01,119.32,98.96,12/27/2022 15:24:51,831
832,984.25,-3.09,23.26,69.8,302.35,2.31,8/14/2022 02:21:40,832
833,59.13,2.22,78.0,89.17,143.14,30.22,11/24/2022 04:16:29,833
834,224.18,-44.14,19.28,66.91,164.66,38.32,9/13/2022 05:01:43,834
835,410.34,35.29,63.4,58.81,76.28,49.1,11/3/2022 07:47:42,835
836,204.02,48.64,99.66,85.67,26.87,54.33,4/11/2022 15:23:14,836
837,708.83,-12.96,19.53,34.56,251.13,37.52,3/24/2022 13:35:40,837
838,786.97,11.06,6.9,55.73,322.24,90.05,2/24/2022 15:38:43,838
839,243.85,-38.81,59.0,39.15,114.07,13.4,11/28/2022 17:25:42,839
840,252.18,-48.77,12.56,65.81,339.53,48.78,6/27/2022 18:24:04,840
841,683.35,-15.93,52.25,37.33,247.19,70.35,7/24/2022 02:30:43,841
842,266.0,-9.48,64.28,25.71,332.75,16.25,5/17/2022 03:23:46,842
843,289.91,-29.23,42.56,79.14,327.27,81.35,4/21/2022 15:40:06,843
844,399.96,-11.91,28.91,85.62,94.44,87.39,9/2/2022 04:26:27,844
845,490.31,25.58,41.79,61.27,147.26,60.5,2/25/2022 08:37:41,845
846,173.34,-26.98,82.05,87.73,30.37,96.4,6/29/2022 00:10:55,846
847,498.47,7.14,89.5,30.24,128.35,86.3,11/7/2022 05:11:17,847
848,674.29,10.36,94.31,8.4,263.39,97.01,6/12/2022 15:45:10,848
849,343.41,1.21,69.09,74.4,316.25,37.6,8/24/2022 01:59:42,849
850,690.12,-21.88,52.21,66.56,40.84,65.18,5/8/2022 11:59:08,850
851,120.22,-36.9,60.53,13.21,99.05,10.62,8/11/2022 06:10:26,851
852,585.24,-34.76,56.91,1.99,77.98,33.18,6/24/2022 12:15:48,852
853,901.86,6.59,46.89,78.55,145.64,52.75,6/14/2022 21:37:48,853
854,966.46,-17.68,53.19,52.01,174.74,83.53,1/11/2022 22:53:25,854
855,904.56,-12.75,73.36,20.59,189.92,79.09,9/9/2022 14:05:52,855
856,26.72,18.02,93.45,15.64,130.12,59.18,7/24/2022 09:22:38,856
857,823.54,26.17,39.71,19.63,85.85,86.19,11/27/2022 05:29:06,857
858,195.95,43.91,42.48,55.49,319.6,39.44,4/7/2022 19:54:33,858
859,989.71,43.48,20.26,26.97,275.09,26.0,2/9/2022 11:20:49,859
860,222.87,-1.41,38.28,23.85,13.56,29.62,10/4/2022 03:25:44,860
861,749.0,41.31,18.61,35.74,281.92,47.26,2/17/2022 07:03:40,861
862,568.04,43.91,91.19,35.38,147.75,58.42,5/28/2022 09:13:58,862
863,245.03,-17.6,30.51,63.03,80.0,62.73,3/10/2022 09:56:41,863
864,344.23,13.19,49.81,52.32,230.31,67.45,4/17/2022 13:48:38,864
865,931.35,49.52,97.64,8.56,68.57,57.72,3/12/2022 19:56:22,865
866,88.43,-15.16,91.24,6.77,158.37,89.94,8/25/2022 03:30:02,866
867,169.91,-15.93,60.69,72.45,60.96,59.91,8/17/2022 22:15:22,867
868,648.8,11.29,90.15,1.26,153.01,15.8,5/21/2022 19:40:28,868
869,659.42,15.5,63.76,5.43,199.49,33.75,7/6/2022 10:17:18,869
870,427.49,44.29,75.08,35.86,324.98,23.3,3/29/2022 18:15:04,870
871,712.74,-11.73,60.78,59.69,242.5,5.33,9/23/2022 21:25:07,871
872,689.74,5.46,6.76,11.14,332.7,85.37,5/26/2022 03:59:51,872
873,75.85,6.3,18.7,31.43,97.53,8.02,11/2/2022 18:40:56,873
874,615.34,7.43,49.52,23.87,225.42,74.47,4/24/2022 07:22:27,874
875,995.93,-15.57,98.95,91.19,195.28,26.11,3/26/2022 06:55:28,875
876,701.43,-16.2,99.39,68.59,224.68,75.1,10/2/2022 01:27:07,876
877,291.53,6.95,86.83,60.79,3.38,79.02,11/11/2022 12:36:53,877
878,493.43,-41.67,73.55,74.83,306.56,91.03,9/11/2022 02:31:17,878
879,532.85,-42.66,89.35,19.15,62.51,63.0,1/18/2022 01:48:23,879
880,586.27,23.47,51.73,13.96,64.65,48.65,3/21/2022 11:21:52,880
881,685.57,10.1,15.97,59.28,197.0,35.22,7/1/2022 14:54:54,881
882,140.76,-16.29,46.01,47.06,170.68,44.09,9/3/2022 08:14:55,882
883,441.47,8.02,44.85,7.2,189.91,15.9,4/15/2022 13:38:55,883
884,480.94,13.78,42.34,83.73,163.1,6.52,7/19/2022 12:07:33,884
885,986.19,-34.88,29.04,21.02,254.23,62.3,1/6/2022 16:40:27,885
886,379.06,19.25,88.05,83.24,37.08,73.87,7/4/2022 14:02:23,886
887,148.23,-18.2,11.2,70.9,104.61,5.25,9/25/2022 18:47:42,887
888,917.7,-4.22,51.25,80.47,355.14,41.04,6/10/2022 13:30:50,888
889,673.12,3.99,55.29,98.67,181.59,0.92,12/9/2022 22:59:05,889
890,477.43,-29.14,32.82,9.42,34.75,1.59,11/26/2022 07:29:59,890
891,959.02,-46.45,87.77,21.04,117.36,58.78,6/5/2022 18:25:53,891
892,575.79,2.69,72.92,43.01,319.57,95.4,5/28/2022 13:55:48,892
893,901.06,48.83,6.68,13.11,213.79,55.37,5/5/2022 09:00:02,893
894,181.99,9.59,54.88,53.97,196.7,68.31,1/19/2022 19:38:32,894
895,420.42,33.8,44.76,51.28,347.23,66.9,2/2/2022 03:44:05,895
896,93.07,-10.42,77.37,63.02,58.86,79.86,11/2/2022 02:15:13,896
897,88.56,-31.9,53.19,9.52,287.83,21.29,10/10/2022 09:00:20,897
898,723.62,1.52,97.34,38.05,266.81,90.46,7/17/2022 14:49:44,898
899,566.22,-48.88,51.42,56.06,323.03,2.28,9/15/2022 07:55:50,899
900,198.54,-23.14,7.74,2.55,196.72,68.22,10/23/2022 19:48:16,900
901,28.8,-33.21,55.62,73.1,96.77,49.34,1/2/2022 20:13:34,901
902,89.8,5.65,41.24,3.47,280.99,12.18,2/6/2022 22:45:21,902
903,884.78,31.72,53.52,53.69,198.37,98.08,7/13/2022 22:48:14,903
904,655.61,-31.42,59.98,39.42,36.73,70.15,8/20/2022 00:52:58,904
905,81.32,-47.12,40.58,60.09,212.44,72.86,5/24/2022 09:05:32,905
906,28.96,22.28,4.36,89.86,303.89,72.54,4/19/2022 17:21:57,906
907,852.27,48.01,15.34,16.14,27.28,0.77,12/17/2022 13:24:44,907
908,516.3,-14.36,95.88,29.28,295.53,4.06,6/20/2022 11:27:21,908
909,489.74,-9.35,25.56,71.63,73.76,84.82,1/9/2022 01:48:38,909
910,544.44,47.38,2.92,83.9,230.02,61.39,4/9/2022 16:37:18,910
911,116.0,34.0,63.96,56.83,251.93,7.42,10/14/2022 12:21:17,911
912,738.05,-27.13,70.1,91.66,253.63,17.87,4/27/2022 12:08:20,912
913,143.0,-26.32,70.57,99.86,211.03,75.2,9/12/2022 17:54:31,913
914,397.06,36.16,9.7,61.35,230.49,37.56,4/4/2022 15:00:49,914
915,780.13,1.75,24.13,0.01,176.19,89.42,7/6/2022 17:04:44,915
916,943.56,-28.6,39.72,88.89,226.64,70.48,3/4/2022 05:10:49,916
917,600.56,-0.8,75.79,12.06,266.01,40.18,12/13/2022 00:38:58,917
918,291.55,-21.21,11.09,93.68,109.95,31.05,12/26/2022 18:07:57,918
919,940.78,-24.75,6.42,90.19,53.81,43.78,11/7/2022 10:22:47,919
920,69.56,10.57,77.73,16.07,18.28,81.98,12/19/2022 21:22:38,920
921,778.9,-49.75,53.89,23.74,291.44,98.68,10/21/2022 09:37:46,921
922,618.57,-31.67,65.57,83.23,171.97,64.0,7/14/2022 21:39:02,922
923,296.24,12.35,79.78,16.67,192.31,67.86,5/16/2022 20:00:05,923
924,900.4,-27.15,8.13,31.98,278.33,26.86,12/24/2022 04:40:37,924
925,537.24,-30.59,61.45,39.78,133.79,2.02,2/20/2022 06:47:02,925
926,944.5,8.06,38.76,98.89,61.1,52.43,11/6/2022 15:13:48,926
927,178.15,-29.49,14.02,36.8,10.24,52.77,11/27/2022 15:42:53,927
928,532.69,-2.02,54.75,44.1,309.92,14.79,11/22/2022 17:54:05,928
929,192.08,-31.48,43.5,3.38,126.35,3.03,11/29/2022 07:30:15,929
930,603.14,42.19,97.14,50.86,227.32,72.08,7/17/2022 16:23:41,930
931,484.43,-15.54,75.86,49.84,290.79,34.68,7/26/2022 06:46:27,931
932,924.55,25.04,84.92,75.44,105.6,5.54,1/8/2022 09:51:26,932
933,324.39,-28.91,76.56,26.81,214.81,54.93,4/19/2022 14:19:21,933
934,172.47,10.22,87.64,35.02,166.2,97.54,9/30/2022 00:40:55,934
935,739.02,-28.43,39.98,21.77,264.96,38.84,3/24/2022 18:17:49,935
936,192.04,36.82,3.59,82.82,22.25,88.22,10/4/2022 18:53:38,936
937,629.78,18.85,21.4,81.1,127.46,40.58,10/4/2022 04:01:46,937
938,164.43,-43.47,11.77,84.85,334.26,20.58,4/10/2022 21:18:04,938
939,796.26,-31.05,39.72,75.15,170.06,56.89,5/23/2022 00:16:08,939
940,292.47,-42.99,6.43,86.5,38.91,60.9,4/19/2022 12:05:52,940
941,416.83,38.74,87.14,53.77,136.62,19.59,8/31/2022 17:01:55,941
942,558.35,27.23,19.15,65.56,22.79,96.31,3/13/2022 06:46:50,942
943,580.62,41.61,13.17,88.85,311.92,76.99,8/13/2022 07:54:24,943
944,978.94,37.45,15.1,43.46,12.84,59.18,3/7/2022 09:06:54,944
945,285.21,38.03,59.27,40.38,268.1,6.17,7/1/2022 23:07:41,945
946,209.01,1.02,47.64,24.25,74.4,61.96,8/14/2022 22:32:22,946
947,598.76,45.93,27.22,70.07,293.43,84.94,1/2/2022 19:11:52,947
948,134.43,42.65,56.17,92.7,115.45,33.96,6/22/2022 23:54:54,948
949,736.58,-43.08,30.78,10.01,110.67,38.14,4/30/2022 00:33:49,949
950,231.68,-34.37,72.37,32.9,165.64,26.2,4/27/2022 17:17:07,950
951,995.6,-21.94,28.74,44.53,302.29,62.77,10/15/2022 08:07:25,951
952,272.97,-14.68,18.53,71.45,149.87,66.69,10/6/2022 16:57:16,952
953,828.34,19.52,8.61,41.26,189.75,67.31,2/17/2022 16:00:33,953
954,792.1,2.21,7.65,62.78,158.46,57.79,6/9/2022 04:38:59,954
955,249.38,1.36,3.74,65.71,65.37,74.26,1/22/2022 22:57:55,955
956,262.67,4.42,30.06,61.92,350.65,51.35,9/17/2022 00:45:53,956
957,431.61,22.77,88.62,18.69,111.67,33.1,2/14/2022 06:56:19,957
958,480.22,42.78,78.15,43.62,62.61,93.95,3/2/2022 14:26:23,958
959,567.89,11.53,87.59,87.98,255.69,19.26,12/15/2022 13:03:45,959
960,932.04,14.08,89.68,77.57,227.63,47.73,11/8/2022 16:19:39,960
961,506.35,-17.58,97.85,93.44,152.83,9.35,8/15/2022 21:03:45,961
962,33.55,13.58,28.38,85.96,55.61,67.38,2/12/2022 15:09:14,962
963,450.84,48.7,15.43,0.42,144.33,77.64,6/27/2022 03:49:02,963
964,497.65,-41.12,74.75,52.48,126.28,58.49,3/20/2022 00:34:24,964
965,871.26,-21.7,55.24,10.33,120.74,33.01,4/23/2022 18:05:41,965
966,628.13,-25.15,47.2,44.24,129.13,39.22,4/4/2022 10:37:39,966
967,1.18,-23.76,63.04,73.66,37.03,63.01,11/26/2022 07:19:56,967
968,413.66,-17.34,53.02,61.54,203.29,58.53,7/23/2022 00:05:42,968
969,689.89,32.51,62.5,58.11,203.07,35.3,3/13/2022 11:46:37,969
970,743.48,19.53,82.77,8.05,237.93,26.59,3/21/2022 19:09:20,970
971,183.17,31.87,27.22,41.05,276.95,9.63,10/25/2022 15:05:08,971
972,159.25,0.23,95.62,41.5,308.61,0.49,2/24/2022 21:38:26,972
973,850.33,48.47,56.3,83.12,252.32,74.47,3/11/2022 01:01:39,973
974,574.34,-45.48,5.67,73.11,220.78,27.03,6/2/2022 14:28:55,974
975,943.71,27.49,18.75,3.67,304.68,29.28,11/8/2022 21:25:45,975
976,176.34,-32.77,26.98,37.91,214.91,35.77,10/25/2022 03:42:21,976
977,632.04,7.23,89.85,77.37,46.46,43.19,8/17/2022 05:29:19,977
978,76.69,-23.37,11.13,51.11,2.11,71.78,4/6/2022 03:09:29,978
979,445.36,6.3,64.81,7.71,240.71,50.63,4/29/2022 13:12:32,979
980,750.77,-15.28,85.84,98.24,260.38,73.15,5/7/2022 06:14:41,980
981,577.03,-18.33,76.04,4.95,42.44,8.78,8/2/2022 17:59:03,981
982,413.22,-39.84,46.27,48.51,300.91,89.14,1/19/2022 04:10:15,982
983,77.25,24.74,16.27,8.61,350.76,28.54,8/31/2022 19:00:07,983
984,239.0,-17.87,30.96,73.47,58.24,65.13,7/26/2022 05:10:42,984
985,612.23,40.25,37.43,68.94,31.38,60.9,10/22/2022 04:02:13,985
986,154.81,-0.62,12.34,35.32,52.08,5.36,10/3/2022 19:55:36,986
987,369.15,-39.23,35.19,87.22,305.15,51.43,11/24/2022 16:26:14,987
988,238.45,-32.04,28.86,84.33,71.58,38.33,9/15/2022 06:06:08,988
989,867.6,42.77,43.11,6.5,156.19,17.75,12/24/2022 00:49:25,989
990,675.18,15.58,65.93,26.14,7.49,12.78,3/10/2022 07:15:50,990
991,952.69,-18.29,20.99,82.7,329.15,12.1,10/21/2022 23:17:20,991
992,35.29,-45.61,86.43,69.59,126.53,14.51,9/15/2022 17:09:01,992
993,424.01,20.2,40.81,63.13,105.65,85.35,8/25/2022 02:24:19,993
994,193.03,48.18,97.09,90.57,179.3,10.46,2/5/2022 06:54:01,994
995,886.76,38.66,29.75,92.12,346.29,59.17,12/1/2022 22:54:46,995
996,981.16,34.82,74.89,96.59,313.51,61.46,6/18/2022 23:55:27,996
997,187.65,-11.61,28.06,63.28,236.76,47.25,9/26/2022 23:32:02,997
998,860.57,-3.28,34.0,81.71,119.75,9.81,2/2/2022 00:37:59,998
999,132.61,-36.43,16.27,71.45,326.52,50.74,4/22/2022 00:51:18,999
1000,949.64,-19.08,45.51,13.25,146.14,25.16,6/15/2022 00:14:31,1000
