id,power_module_name,battery_module_name,battery_module_energy,battery_usable_energy,max_output_power,peak_output_power,nominal_voltage,operating_voltage_range,communication,power_module_weight,battery_module_weight,operating_temperature,max_operating_altitude,noise_emission,cell_technology,created_at,updated_at,height,width,length,power_module_height,power_module_width,power_module_length,battery_id
461,Frasquito,Balfe,6265746710072.18,9606578887834.63,9342627567836.15,1792043329016.29,12188,295,+461,22927.54,821379.12,81342.42,988236,234.98,primis in faucibus,2025-02-02T03:12:46Z,2024-07-16T13:16:32Z,4848.26,8074.08,4721.98,1795.04,3758.3,972.26,461
462,Kirstyn,Dallosso,2050213249936.04,6598384022259.12,3203757192013.54,585384308955.36,6571,700,+462,828510.68,556843.41,301309.38,902790,171.74,proin,2024-11-28T07:12:28Z,2024-09-01T18:33:20Z,9975.08,4098.94,5301.47,372.42,6569.49,912.7,462
463,Emelda,Brunroth,5144703895695.21,7142735238348.08,7830243676958.98,7643120143802.23,3415,937,+463,138792.11,36128.3,345038.4,955909,453.67,ipsum primis in,2024-04-08T20:38:40Z,2024-09-27T18:55:24Z,7066.82,3180.31,7085.76,1053.44,2058.88,9536.19,463
464,Berta,Singyard,4652570676023.36,6264254448157.04,6514946531126.73,9081988791121.67,355,366,+464,748700.82,942978.44,522879.47,297450,961.44,consectetuer,2024-09-18T03:05:53Z,2024-08-25T22:11:57Z,8787.62,7023.4,494.42,9675.37,5856.04,5209.64,464
465,Ethelred,Cescoti,306072605094.88,6036504679813.57,1811750514423.88,4629282674883.63,15902,905,+465,138728.71,954115.75,107265.78,326060,190.78,eleifend pede libero,2024-09-21T15:48:22Z,2024-05-09T09:56:25Z,5221.78,3127.48,1718.19,6683.4,2685.17,8885.61,465
466,Shanan,Hay,5770644112908.49,9931735894830.32,7676154877313.21,3273917478935.88,16388,421,+466,719943.03,921700.36,520023.18,804904,842.03,mattis nibh ligula,2024-10-07T16:03:57Z,2024-05-09T22:02:40Z,6890.54,9713.43,8541.68,6948.63,5747.54,9898.34,466
467,Torre,Kluger,9522983123951.43,8219741929261.0,1624615007468.03,9766303070999.75,19115,402,+467,929057.27,587781.87,954530.55,595921,75.77,accumsan tellus nisi,2024-07-21T06:54:17Z,2024-05-12T17:23:10Z,8980.52,9224.14,7859.87,5035.26,604.86,6238.89,467
468,Ashely,Matschuk,6600843296346.76,3387089649733.22,9501116414072.21,7795017309791.01,9589,565,+468,770491.9,511755.98,39792.06,273376,507.59,cubilia,2024-11-08T17:31:27Z,2024-12-29T06:16:58Z,2993.69,844.63,8926.11,6911.08,4968.5,279.84,468
469,Nada,Martignon,3140826218659.38,6383691371955.16,1639379870118.38,7564594775673.47,19818,180,+469,479857.25,125040.12,190591.84,716350,997.17,quam a,2024-06-24T04:04:26Z,2024-08-28T08:02:31Z,3179.83,2560.89,8208.79,1398.06,8078.27,3419.62,469
470,Berty,Hagart,3786553984205.47,3066235861526.62,8698357703518.25,7534624406665.33,10307,910,+470,338125.6,41013.1,115138.47,372260,761.0,dis parturient montes,2024-04-02T15:11:16Z,2024-12-29T07:16:14Z,8096.49,661.38,7608.89,3462.46,7771.03,5222.55,470
471,Crin,Clampe,6550831566260.07,4878927094841.85,8393619843554.43,7816826889451.89,16115,178,+471,976973.38,884099.84,111528.19,62022,656.52,consequat morbi a,2024-05-09T18:41:30Z,2025-01-15T16:27:34Z,6603.1,6927.72,2338.15,2470.75,2640.34,8683.13,471
472,Willy,Gunthorp,8905607292919.81,7701703951626.79,8057644702672.65,6930891676093.62,15733,689,+472,557796.39,541092.34,901495.22,571276,687.63,amet,2025-02-06T22:53:41Z,2024-06-12T17:37:05Z,5672.74,5527.6,5160.72,7180.58,4276.01,4932.79,472
473,Rhodia,Pellman,5106025361158.62,5091184668805.07,2901523351904.75,6905946490179.44,15073,337,+473,447582.02,748860.01,281881.0,740117,137.48,libero nam,2024-12-02T17:47:10Z,2024-11-08T13:21:55Z,5115.85,1454.25,803.82,259.67,2953.36,4455.33,473
474,Elfrieda,Rearie,1999444345259.67,3669026495616.52,5149570495295.42,903015468507.55,8275,472,+474,270956.53,166945.06,42066.43,996078,820.73,orci,2024-06-07T21:44:13Z,2024-04-20T18:18:55Z,7646.71,4357.78,3784.0,3390.17,1533.45,3755.27,474
475,Nadeen,Westcarr,4050054401226.89,421951642352.51,1301238494468.73,2456889738720.15,4386,374,+475,319908.11,409301.27,421729.5,417971,261.17,sit amet consectetuer,2024-09-19T19:43:28Z,2024-06-24T05:21:00Z,8872.34,4083.25,9363.84,8008.19,6101.29,7511.76,475
476,Alasteir,Angerstein,1930915826829.83,9859080116031.56,626734052173.2,5677424549176.07,21386,280,+476,459857.93,560821.53,301484.71,20254,464.01,dapibus augue vel,2024-07-24T07:50:10Z,2025-01-18T17:06:28Z,2370.28,755.65,7306.45,6635.15,4396.27,4268.85,476
477,Cherish,Micheu,6795000759511.12,9623257760839.31,5721284880754.95,4443738639795.57,8629,452,+477,324572.91,425196.44,120556.01,29935,240.87,ullamcorper purus,2024-09-29T09:34:18Z,2024-09-05T23:47:15Z,474.74,3483.59,9596.18,641.51,2881.86,8103.77,477
478,Margery,Filipson,9278643857028.14,1151637133397.11,3269255329688.11,2377975153180.15,6119,207,+478,605485.83,143347.59,289117.27,678261,330.09,velit,2024-09-24T07:42:16Z,2025-01-11T01:09:39Z,4163.87,7100.04,1682.91,7880.19,3003.48,4279.17,478
479,Sanson,Hurley,7923205520600.83,1001669026396.48,5947109437077.5,9217379509204.25,4503,270,+479,554407.35,195338.72,75793.49,228161,259.7,mauris viverra,2024-12-30T00:21:34Z,2024-11-10T21:51:04Z,8350.49,9163.6,4943.49,951.24,3411.13,5116.12,479
480,Edy,Paddington,8525128556885.31,9922350462122.56,4780872116096.19,1640952642524.3,12611,969,+480,966188.32,306419.0,360281.92,331307,248.94,nec dui luctus,2024-04-09T17:32:51Z,2024-12-26T16:56:28Z,4599.37,871.94,9953.35,4499.03,3220.44,1267.68,480
481,Sylvan,Fletham,8104798720875.68,7498943676832.23,3291122860310.58,3645936647586.44,20917,11,+481,397382.81,732190.47,935947.07,567538,742.41,vitae nisl aenean,2024-12-22T15:15:49Z,2024-03-12T23:07:01Z,5578.87,3328.4,7355.29,1604.47,3855.25,1482.53,481
482,Shari,Matthewman,318831104061.33,6999115318613.55,1276800873766.77,9368825820638.9,4661,267,+482,102195.68,550606.19,925533.03,857739,463.47,consequat,2024-05-21T18:56:44Z,2024-12-31T03:42:04Z,1196.7,3760.18,9445.64,4.79,793.8,681.93,482
483,Basia,Sailor,9536155075378.06,2494206617071.56,2486839520388.89,3912920134212.2,20359,190,+483,934270.07,590312.73,551345.82,676789,201.12,vulputate,2024-05-24T06:04:51Z,2024-12-22T03:33:09Z,2857.11,168.01,1675.32,1821.38,2715.12,7352.37,483
484,Mair,Kollasch,1327738261243.38,4956142733855.05,6120472433423.2,2419377739151.34,9256,832,+484,41692.64,971501.91,227475.29,197150,424.94,blandit nam,2024-10-25T12:31:35Z,2024-04-13T10:38:00Z,2784.02,8306.4,7908.58,8961.02,2431.39,1841.76,484
485,Cyrill,Lambdin,7539187917319.65,2705203243512.67,2829532495909.14,7984925683143.57,6835,125,+485,725772.79,85993.55,988928.03,128340,981.17,parturient,2024-11-21T16:47:46Z,2024-09-09T20:26:43Z,3626.17,6396.08,7639.91,9367.22,3368.51,821.83,485
486,Saundra,Woollons,4958420498502.83,2973825831352.64,2123645456553.17,9978789495434.48,11476,940,+486,334788.37,821152.38,243723.31,30648,517.08,et,2024-07-15T00:40:00Z,2024-11-15T00:26:24Z,822.93,8871.16,4143.54,6486.28,7953.3,4109.54,486
487,Salomon,Ferreira,6336942561511.95,5085667347559.04,9139063492805.43,2048200529367.2,14356,519,+487,662819.71,408469.91,796478.39,3754,102.56,sapien,2024-12-15T01:30:16Z,2025-02-03T21:34:08Z,1025.91,150.32,474.48,6528.02,7469.05,8563.27,487
488,Janot,Woodland,2692181210015.84,747839378911.04,2094034672860.64,4208522894428.17,15700,249,+488,384513.79,715399.25,492238.1,781126,204.04,mus etiam,2024-09-01T06:30:30Z,2024-10-14T09:28:35Z,6928.7,7426.3,8346.63,3670.3,4955.71,331.61,488
489,Gabriell,Rabson,9030428033476.14,5321374857315.33,3655964353830.81,4834141825580.3,21474,586,+489,372478.92,761741.78,507835.16,549226,610.56,sed,2024-05-02T23:36:11Z,2024-11-23T16:56:19Z,108.42,4259.03,6477.99,9689.83,4795.07,5280.16,489
490,Tammy,Quartley,2390008162181.27,8380305051608.26,8084051158890.83,8045013058312.49,17812,625,+490,12005.57,633534.44,408433.47,183862,848.3,pede,2025-01-18T23:26:33Z,2024-09-25T05:03:44Z,8285.84,8990.73,2288.06,9133.61,8401.65,4235.19,490
491,Tiphanie,Fisk,1708780892597.96,9890537872184.6,2453268367073.98,3137990224654.94,7694,901,+491,722643.1,95141.96,432594.48,520359,2.83,metus aenean,2024-12-23T13:26:46Z,2024-12-22T18:50:04Z,7927.89,2150.96,845.46,9231.92,6088.32,8016.61,491
492,Astra,MacAskill,4779057864051.96,846808570072.88,5961835477479.23,8287179173746.57,20766,822,+492,461006.19,588558.91,342696.44,512721,919.66,lacus,2024-10-02T22:41:43Z,2024-06-16T20:10:01Z,2539.82,6430.8,7933.21,4976.78,7159.85,6695.37,492
493,Melody,Covet,3492334189011.27,5172557582674.25,7990652670242.57,6512979916542.02,18929,73,+493,965764.41,972088.49,115170.45,922698,343.96,eleifend,2024-08-28T12:25:08Z,2024-05-18T21:45:17Z,8492.51,14.66,5257.52,8615.06,33.78,1932.77,493
494,Shelton,Prescot,4404997959987.73,3023151095399.88,8501906629468.0,7040663257281.15,13349,26,+494,951754.21,14329.93,256495.29,725053,925.77,integer ac,2025-01-16T09:57:07Z,2024-07-13T02:49:58Z,6550.14,7613.28,1183.04,3155.64,2929.57,2651.48,494
495,Jillene,Griswaite,8621696918519.29,513619584150.5,7389190046215.75,9467864459774.25,1275,765,+495,32824.16,378195.27,333046.69,138138,650.22,in quis justo,2024-04-27T00:54:16Z,2025-01-05T01:51:38Z,4625.54,4194.58,3196.71,3386.53,1221.02,1302.23,495
496,Bethena,Tineman,8019517452057.0,9909539504352.33,7730632113457.07,6034353855351.37,19651,865,+496,476929.93,19728.41,629942.41,714154,971.58,in,2024-08-10T12:36:58Z,2024-07-01T13:56:51Z,1574.01,1233.71,7584.27,8725.51,1670.34,5670.01,496
497,Geno,Heintze,6226546623445.27,2838056808809.5,7331187645771.11,8660705902807.45,5016,30,+497,654261.54,934765.37,330936.36,99260,717.9,pede ullamcorper augue,2024-06-24T09:30:33Z,2024-04-04T23:48:58Z,557.72,4717.34,8676.25,9743.02,4363.89,6717.87,497
498,Armando,Niset,9410672088188.94,3666968689983.79,7858223039231.13,2565921729226.03,5911,932,+498,665555.14,36718.53,730152.12,479671,856.9,dictumst aliquam,2024-08-22T05:46:44Z,2024-11-25T16:00:52Z,7069.27,9423.91,3755.08,2288.13,9406.93,1376.68,498
499,Anitra,Severns,3773386691395.02,4308967698920.34,850663697638.0,104015272848.1,5661,126,+499,24325.93,621348.9,685669.35,675160,446.01,pulvinar,2024-08-03T08:24:00Z,2024-07-20T13:29:12Z,1286.4,288.67,26.42,4509.3,327.65,288.03,499
500,Gar,Dannett,9725359589197.7,1612254444282.54,5849196913408.79,2604204300491.38,5163,114,+500,144691.73,550016.34,771597.37,512494,431.31,ultricies eu nibh,2024-12-26T18:25:10Z,2024-12-02T06:47:35Z,595.89,4870.0,1219.64,5697.73,8713.75,6750.96,500
501,Rafael,Doubleday,3028115685897.05,1152708322943.05,2480376401335.65,6048535658578.18,18912,566,+501,137815.67,515456.64,102878.46,272360,332.99,gravida sem,2024-04-06T16:36:13Z,2024-06-13T15:14:08Z,9174.23,3128.57,4740.79,8764.33,5070.83,5177.89,501
502,Jennee,McIlharga,1423491015615.47,9470200897793.54,4890137145150.03,9018074448425.53,8688,293,+502,908646.11,269893.68,267587.5,692761,397.12,quis libero,2024-07-11T00:41:05Z,2024-11-27T04:19:58Z,1845.81,1466.8,489.74,3224.49,364.12,677.21,502
503,Shannon,Korneichuk,5936329403228.21,9256886986292.95,1551079837803.4,8621151986355.88,7057,875,+503,381092.33,913981.97,184497.09,506743,904.18,id,2024-05-28T10:10:59Z,2024-12-29T15:21:32Z,6356.2,9298.02,3137.23,2858.27,6754.52,5524.92,503
504,Amelie,Vassano,43706957667.19,5908430387180.45,3964622315059.81,8122847744732.34,1508,102,+504,140347.65,687490.35,621127.42,250474,626.32,lorem,2024-10-29T11:48:26Z,2024-06-09T09:38:57Z,3449.77,9835.63,1267.33,4578.48,5443.82,7822.99,504
505,Scarlett,Arsnell,3781688443249.54,1938940250430.33,6574557780184.74,8438619606408.64,1032,595,+505,400032.63,361267.23,58814.05,948602,491.95,diam in magna,2024-12-07T20:50:37Z,2024-07-11T17:33:54Z,4778.19,1282.26,7564.09,8579.33,9003.56,6921.06,505
506,Paolina,Daughton,6765440814547.92,7146969304819.86,1996864582311.56,8749984606680.14,18433,335,+506,21584.68,627652.35,557594.98,604622,888.08,vulputate luctus,2024-12-03T17:21:34Z,2024-03-05T16:07:27Z,3647.62,4207.99,8652.2,380.3,727.59,234.49,506
507,Meyer,Duddan,1824740904250.41,9715024432167.33,7267462276719.52,2926884534006.83,11526,402,+507,39652.85,281723.67,730908.57,409849,957.73,tincidunt eu felis,2024-12-16T21:08:17Z,2024-12-02T04:46:53Z,8244.06,5122.99,2256.46,3137.6,4705.73,7961.53,507
508,Wadsworth,Royce,3155543959329.87,5064291097300.75,7640235683107.14,509050528202.79,20036,321,+508,617258.69,200694.35,641623.04,308828,50.65,tortor,2024-09-13T15:34:55Z,2024-11-09T07:46:16Z,7799.2,8006.21,1086.48,2326.04,3900.64,5704.66,508
509,Bowie,Chilcotte,725751430083.18,9963199869895.49,4449859685600.98,7354975681128.84,18816,310,+509,622071.33,866820.57,964803.44,302660,40.14,volutpat quam pede,2024-09-04T22:47:54Z,2024-03-05T23:28:59Z,8502.87,8971.6,9196.79,5375.69,7331.01,3051.85,509
510,Hobey,Forestall,5154107190358.36,889751786516.22,6270568027403.24,3158437097298.13,4224,469,+510,956675.59,636619.4,404844.38,274242,562.0,lobortis,2024-10-09T09:24:09Z,2024-04-10T09:48:39Z,2340.4,9410.93,2328.33,1654.61,8295.1,290.28,510
511,Kimmy,Bonick,7572553161902.75,3673397153113.26,2538744482108.81,9260132225022.21,17718,104,+511,290641.01,382017.1,132087.21,683817,65.17,sed,2024-12-01T04:00:38Z,2024-06-15T05:56:13Z,4435.22,277.37,3402.39,4817.52,3737.83,9009.44,511
512,Susanetta,Courvert,3620106989425.58,6332165705735.61,1218722823177.95,4781031110252.54,8465,150,+512,503291.25,552137.74,239024.07,608321,715.81,quam a odio,2024-07-17T09:58:54Z,2024-07-25T06:02:34Z,4343.91,3139.78,1679.16,5372.47,8914.62,8130.63,512
513,Sharline,Faers,689600568270.12,4499236906334.54,8832553743771.64,3143411738851.98,4755,70,+513,900006.72,899783.1,264426.88,892221,150.2,magna,2024-06-13T11:54:21Z,2024-07-15T10:30:39Z,7044.45,6002.98,7150.41,9202.39,9179.75,3620.46,513
514,Kessia,Fareweather,5564613381934.21,7278839045524.8,1643324846429.79,5106840353236.16,8783,781,+514,516069.97,717468.96,208443.67,698970,541.46,tincidunt,2024-12-09T07:03:30Z,2024-07-06T08:14:17Z,5916.78,4966.67,4985.36,774.24,6975.09,5782.2,514
515,Lorianne,McKaile,3999264922583.3,2803620356463.7,4010193455531.35,1602316693927.55,7285,469,+515,97424.96,393707.02,682690.62,596060,567.36,dis parturient montes,2024-05-02T10:33:06Z,2025-01-01T23:54:20Z,296.36,6732.46,1357.64,6181.44,3763.38,1949.25,515
516,Erl,Hordle,5457562934950.42,1716004105901.54,4373777455334.58,916510053489.64,10627,423,+516,862630.07,246911.03,303826.06,866218,736.94,elementum ligula,2025-01-16T04:02:34Z,2024-10-05T19:22:59Z,9445.37,9572.75,10.14,5508.22,2312.36,7439.47,516
517,Morlee,MacNeely,5226274085543.4,2163092007537.61,8673688813689.96,2286502688347.45,19570,501,+517,629853.35,349413.33,676834.05,384266,988.25,fusce posuere felis,2024-11-09T18:02:37Z,2024-07-13T17:08:26Z,5229.94,566.51,7689.31,2788.31,9649.1,1744.93,517
518,Lydie,Cotton,5784342996376.93,4967641443900.85,3391897130016.82,3492200674751.26,11156,750,+518,7443.45,287464.24,568891.89,989625,343.47,ultrices mattis,2024-06-18T16:43:00Z,2024-04-13T12:56:15Z,4922.74,1604.09,3690.51,7076.04,4333.64,3831.12,518
519,Marja,Dulling,7131963343151.42,9563487421126.63,842446308712.12,1815161113754.1,781,759,+519,995440.66,604508.27,636437.14,194623,804.13,leo maecenas pulvinar,2024-10-08T01:06:34Z,2024-04-06T02:15:10Z,9082.48,9737.71,2663.49,2236.0,8270.95,87.36,519
520,Bethina,Dissman,1078567375945.43,9057931875182.02,7729991593692.73,5546418002709.83,16342,841,+520,725129.46,705640.45,574350.18,428811,541.43,primis in,2024-05-18T02:22:07Z,2024-11-06T01:14:50Z,2557.55,9880.45,8685.21,9027.91,8332.57,4933.35,520
521,Loutitia,Godrich,1040276970362.79,368775051622.62,5073696678459.23,5441743282811.92,9576,341,+521,542980.12,928432.43,479657.64,166925,104.07,lacinia erat,2024-04-12T15:54:16Z,2024-12-20T16:00:14Z,7578.83,2827.56,5546.39,629.13,3944.72,6920.14,521
522,Breanne,Gratrix,6235445989733.11,906886224351.04,7595765989486.8,97237507700.68,2849,711,+522,263375.04,818040.87,930386.1,851714,810.23,morbi,2024-03-26T02:30:25Z,2024-06-21T14:03:30Z,9444.06,2094.22,5320.75,5655.16,2028.72,8650.34,522
523,Alphonse,Penelli,9158544832516.07,9760948302826.59,1685850105428.63,3685684032156.17,3853,321,+523,483174.93,582274.57,861661.51,648174,873.71,sit amet justo,2024-04-20T08:36:27Z,2024-07-27T18:11:55Z,516.79,6307.75,2749.5,4732.75,8905.36,8139.69,523
524,Viki,Ulyatt,9327001527075.73,1751868230826.46,9792849997992.03,8730984557927.07,358,763,+524,739387.44,291538.93,118422.21,720489,26.47,eu,2024-12-09T21:55:33Z,2024-12-22T09:00:39Z,3299.0,6821.46,2945.97,6742.95,9849.68,221.15,524
525,Sylas,Espinha,3125616820384.49,4060922439207.03,8488553243376.88,8392083652507.78,17502,963,+525,123019.44,109668.32,173525.48,210624,671.83,pellentesque eget,2024-03-19T09:14:18Z,2025-02-07T23:47:16Z,9829.83,5823.54,6032.11,8875.42,6185.79,5734.6,525
526,Wallas,Lanaway,396609122267.9,3454195371721.13,2044986876391.48,4677432432320.2,19764,366,+526,186218.38,324826.79,291865.15,883841,953.2,nisl duis bibendum,2024-04-04T08:24:23Z,2024-04-28T14:33:29Z,9740.31,2687.02,1209.55,1547.78,3442.48,6534.79,526
527,Carla,Meconi,4248975630923.42,505911448135.14,3735349441358.99,1202806567824.81,9716,546,+527,591417.18,426876.72,942133.84,763035,24.99,suspendisse accumsan tortor,2024-03-28T04:00:09Z,2024-06-24T19:48:33Z,7781.4,514.94,8981.88,3624.18,8457.72,5979.62,527
528,Ashbey,McNirlin,1897598953919.54,724681360773.81,4306219836565.62,689051493898.56,17589,901,+528,454550.18,109892.21,665354.86,936508,10.98,ut at dolor,2024-10-24T01:37:26Z,2024-05-08T00:01:21Z,8387.13,1625.63,1408.44,7825.01,9667.26,9402.61,528
529,Danica,Orr,5469512800076.8,9614850586517.16,8166743783267.71,9578415722454.31,15765,867,+529,52202.78,288409.02,835015.31,469286,869.05,congue elementum,2024-12-15T07:28:30Z,2024-05-05T23:35:09Z,4234.72,4636.89,492.26,9555.14,2014.37,4420.19,529
530,Felicio,Bradane,865484952462.12,134153240292.67,4791835338266.74,6910684132109.62,19689,74,+530,566267.17,6606.68,954659.83,857322,338.06,ante,2024-09-11T07:21:30Z,2024-09-01T06:14:28Z,501.22,6319.39,3094.1,7955.09,1354.04,1626.67,530
531,Kara,Tolland,8801085491307.66,7792760637000.25,5588000340298.37,2859531605868.38,12219,377,+531,653529.41,152573.8,432507.5,249558,972.68,eget eros,2024-07-18T20:20:18Z,2024-05-04T17:08:30Z,1063.72,2267.88,2057.63,5547.72,5465.3,2799.65,531
532,Iona,Haining,9153815198745.4,8254518978589.91,4957165330989.02,6703019712077.3,15551,822,+532,792941.54,410699.57,626532.96,289264,370.39,et tempus semper,2024-07-13T12:45:50Z,2024-10-07T07:07:51Z,6217.09,4109.88,8237.07,5054.57,7351.6,6793.28,532
533,Sherwood,Brahms,5253596762049.31,4736856546709.55,8441249147725.32,9890476419673.53,17525,579,+533,934230.62,5789.94,921840.51,272765,275.48,sit,2024-10-22T11:49:49Z,2024-06-15T09:44:17Z,4590.51,5880.55,7548.52,6377.47,978.46,1942.46,533
534,Freedman,Tivers,2920410068323.35,8966734018456.11,8388758167405.47,4360103570727.45,3962,682,+534,968693.6,63934.79,693786.3,615308,891.64,neque libero,2024-11-30T11:12:24Z,2024-11-09T14:18:22Z,1929.25,1286.02,6992.46,8629.95,1165.59,796.19,534
535,Duky,Attkins,5121397013135.62,617040428298.04,5052428918802.33,9709055373655.9,2817,437,+535,297798.14,970426.48,430539.7,466667,708.92,integer non velit,2024-12-08T18:25:53Z,2024-06-11T07:29:33Z,6333.95,9203.08,6086.89,4307.1,8881.6,8038.37,535
536,Adela,O'Gready,1964312722842.75,6761445311472.85,7711971444204.35,2378143994183.91,2755,336,+536,245101.53,767422.94,722776.44,541396,941.66,vel,2024-02-14T00:30:22Z,2024-12-06T23:23:51Z,4270.65,7387.46,945.29,2462.87,5757.67,9421.66,536
537,Grata,Hedden,488208906371.75,670315145696.8,5467559186732.73,3794959692742.9,9070,216,+537,442598.13,686491.3,911391.39,214154,676.1,tristique tortor,2024-06-29T23:01:53Z,2024-12-01T12:39:22Z,2830.83,2459.31,523.7,6331.15,1147.53,3579.01,537
538,Ailey,Albarez,2705182840579.42,1793708008702.24,5541176974999.8,7974119675189.51,12898,811,+538,522537.7,278874.59,414132.86,606951,543.85,vel,2024-06-02T12:23:31Z,2024-03-10T20:01:14Z,8943.96,7176.91,2896.76,2381.55,690.64,8156.0,538
539,Avis,Scamaden,6035787915372.18,6044684099964.86,7020318547767.81,1252957390594.92,19187,985,+539,864040.7,152785.46,987128.67,832708,752.17,imperdiet sapien,2024-11-26T23:43:53Z,2024-03-25T22:43:46Z,5191.56,3538.12,4063.38,2169.34,4326.16,5819.68,539
540,Noellyn,Mintoft,4387737932218.56,9582249441612.33,8530857634084.1,2704300889682.27,10362,538,+540,739334.3,511242.29,190268.62,559900,248.04,praesent lectus vestibulum,2024-02-13T14:24:16Z,2024-05-22T06:28:47Z,6681.59,727.84,4275.67,6392.15,7207.77,4222.37,540
541,Edwin,Huglin,8329446060730.12,9522003390938.31,945835387420.85,2601479122396.15,3595,754,+541,581008.56,550500.32,143841.48,547992,69.83,leo odio porttitor,2025-01-14T20:56:41Z,2024-04-26T11:34:56Z,1238.61,1444.73,1327.32,3455.78,7694.29,2858.05,541
542,Gladys,Donnell,1980976182096.43,96291246348.82,3214722462611.87,1678521535725.1,17367,580,+542,222730.22,646255.2,776780.94,586104,495.27,mauris eget massa,2024-02-26T03:58:08Z,2025-02-08T14:28:50Z,1233.73,1056.42,4283.52,4079.78,879.4,5860.44,542
543,August,McEnteggart,2231471122406.76,1678600767777.99,1547691899130.0,3435102418107.06,15524,177,+543,780812.17,116650.07,213405.94,873347,551.0,pellentesque eget,2024-12-22T16:24:01Z,2024-11-09T14:28:18Z,618.67,708.82,6159.41,5308.59,2017.37,2625.07,543
544,Marci,Myrkus,4289377372353.67,1869962316845.73,689772553155.91,1447072413049.54,17708,954,+544,440914.63,68558.31,204211.13,597497,381.16,sit amet cursus,2024-07-23T04:37:41Z,2025-01-25T05:20:17Z,1418.31,1420.3,9160.13,7344.97,1914.73,9763.71,544
545,Idaline,Ness,7872545595165.75,6434040399564.8,2975153323428.72,944429335198.83,15224,392,+545,58541.65,979901.37,686811.63,982564,332.91,adipiscing molestie hendrerit,2024-07-17T20:12:37Z,2025-01-12T16:31:55Z,7424.18,4433.34,1706.2,6840.42,3399.91,2047.15,545
546,Dilan,Texton,8730055931957.46,8421625154929.65,6864364731285.46,3959967505420.11,19727,686,+546,615826.75,27998.65,447117.2,568772,530.59,in congue etiam,2024-06-18T08:13:49Z,2024-09-08T14:12:10Z,9255.79,4538.88,3938.69,9885.41,1210.13,6553.77,546
547,Babs,Bootman,9856521607135.82,5408936957681.16,8127712080376.29,5513776694613.42,11542,118,+547,815477.85,141189.86,889865.09,680146,556.28,sem mauris laoreet,2025-01-07T15:47:43Z,2024-10-18T20:14:57Z,4236.82,7910.93,5981.22,4427.57,2028.62,9948.49,547
548,Jeniffer,McGinny,3450112744616.76,7628506591414.55,2175232832082.04,8667967293805.65,14806,536,+548,875601.14,133675.97,559730.82,514580,470.05,id ligula,2024-04-25T20:35:34Z,2025-01-12T06:25:42Z,8813.89,2137.09,2082.25,2868.38,3374.85,6774.82,548
549,Zandra,Duplan,6093924440306.12,2712109728462.25,8221493003013.35,3597884728070.1,17605,846,+549,221165.66,799558.54,682288.88,663409,346.82,blandit,2024-08-06T07:40:55Z,2024-08-16T07:20:42Z,686.7,3007.77,9808.65,8889.4,7072.8,4316.21,549
550,Rocky,Scoines,3332077910152.29,8011615285099.82,8118780228366.51,1784007941524.94,11299,236,+550,533128.1,373163.56,346329.34,64675,444.46,sit amet erat,2024-05-12T12:04:42Z,2024-05-31T14:23:59Z,2852.27,7412.98,9870.77,7757.65,2854.26,3284.2,550
551,Caritta,Douche,6860538524139.4,1384694476811.26,3832178437553.63,6672564970358.99,18368,922,+551,562704.2,759741.35,935003.81,664310,877.66,phasellus id sapien,2024-06-12T14:49:19Z,2024-12-01T07:34:56Z,752.05,6059.37,2059.34,3245.36,1371.81,4988.26,551
552,Timofei,Caudrelier,5111239153742.74,3361147393811.48,2445237627624.25,7635980499149.65,19722,796,+552,858290.8,12313.73,134182.89,602189,715.62,iaculis,2024-02-19T00:52:34Z,2024-03-22T15:12:13Z,1030.75,3925.61,6919.86,8111.65,4460.47,8597.95,552
553,Olav,Brokenbrow,6283515870100.59,637452423346.36,5282304963091.71,1431364281296.69,10742,175,+553,222357.56,689549.88,156244.23,489030,28.1,sed lacus morbi,2024-10-30T15:12:55Z,2024-12-13T00:22:18Z,3998.9,8450.36,2263.19,4961.39,9966.58,948.72,553
554,Gregory,Bewley,3048933507157.7,4544008466508.07,5446429750824.72,3813284645330.67,13777,658,+554,732306.05,719127.34,7437.11,934222,256.54,rutrum neque aenean,2024-11-06T19:54:18Z,2024-09-02T22:02:28Z,1597.76,978.36,4009.0,9166.86,1113.55,3188.07,554
555,Boycie,Fagge,6167533419552.89,4994380512621.35,2683446093714.78,3192212626854.55,5881,68,+555,980577.63,554801.42,357628.19,480469,60.45,luctus,2025-01-27T23:44:14Z,2024-12-27T16:48:31Z,1877.7,6367.06,3921.97,9930.05,5918.79,2396.93,555
556,Leon,D'Errico,9984046186107.88,2588273037339.07,4921220499974.12,8338766328561.82,18159,71,+556,34814.61,595636.22,861120.52,182900,686.05,et tempus semper,2024-03-30T09:34:43Z,2024-08-29T11:48:32Z,3507.33,5676.47,9025.59,6176.61,972.67,7489.68,556
557,Elianora,Demcik,1036430117753.6,8619593471924.29,564454149130.49,422565712807.12,17651,959,+557,923224.19,422672.61,314793.37,7516,397.57,integer tincidunt,2024-11-15T14:56:05Z,2025-02-02T23:51:52Z,4307.91,8235.37,991.0,9967.23,6157.9,949.57,557
