id,nominal_capacity,nominal_energy,nominal_cycles,gravimetric_energy_density,volumetric_energy_density,industry_standard,nominal_voltage,operating_voltage,ac_resistance,max_self_discharge_rate,nominal_SOC_at_delivery,cell_weight,cell_name,cell_charging_temperature,cell_discharging_temperature,height,width,length,module_id
324,2056297347,405845200,1220050678,1099904372,1991739514,Mrs,5577.36,6.79,4774657463,3761041145,1044267585,8666839380,324,17.02,11.84,7850.88,8188.63,2402.25,324
325,1397639934,743732517,1129929983,254022403,1047305420,Mrs,3432.09,1.85,1544556830,4752962360,1582226764,9518373328,325,0.95,39.02,6919.36,3004.06,6640.52,325
326,117768197,1906072070,874527265,107942089,2087947455,Ms,5787.46,8.39,5911725400,8191787125,7414781961,7295746382,326,22.52,36.07,4886.13,8803.39,4928.66,326
327,834159733,1552576704,1625445459,326834542,70008424,Honorable,2245.05,0.67,9236736964,1769430050,9546638542,2384867652,327,30.29,59.86,8196.51,1445.53,1864.5,327
328,481460879,533810397,525946086,1795847094,1892499373,Dr,5049.35,6.47,4721418972,617303811,9748495430,4526142440,328,11.01,57.89,2392.8,652.08,6.07,328
329,1458947412,271858372,204725428,1441081025,1969267178,Dr,9694.35,5.97,6218922733,3994981383,5766604698,8265787562,329,51.15,-11.37,3827.19,890.02,9342.52,329
330,1909485243,1981862799,311947432,1573741346,775369122,Rev,4406.89,7.59,9131890670,8896915051,6819655296,4781528312,330,0.23,7.56,9495.57,4559.71,6505.54,330
331,352767825,848676247,514790076,1184369996,192957017,Ms,7203.05,4.27,6788734746,6234181162,3219441169,857374013.8,331,1.06,19.17,112.33,9450.51,895.89,331
332,383895084,918015861,2000061730,1110746574,867074089,Ms,9135.71,0.1,8830501506,9742137429,5005164252,1363675335,332,35.57,54.95,9170.52,1974.7,1364.28,332
333,1050792119,1120318661,517514972,1321240774,1573975653,Dr,6182.12,9.56,6971583213,3859973575,507233155,404745649.5,333,37.95,49.82,599.12,9919.41,7127.45,333
334,1934768145,936284708,1322391493,1441998827,291488320,Honorable,1228.56,7.77,3004219731,6466051170,4475578965,2549737162,334,4.93,-7.4,7953.07,7643.51,5717.14,334
335,256465778,423306863,1636948076,1426686497,163771825,Dr,6151.09,7.2,2186584685,272582645.5,3719359963,6633458245,335,55.69,8.26,3921.72,2370.43,491.61,335
336,874456266,312178568,1549787695,928282084,1772050360,Ms,3555.77,4.33,5213644505,8134603043,6026859163,2591141088,336,38.02,-10.39,2968.32,5486.52,1725.46,336
337,130663795,783872066,390875915,1574767155,831149677,Dr,5016.22,9.83,3227681019,1091782657,7463240695,6027923520,337,54.14,24.96,672.53,4574.99,9949.11,337
338,1478533166,1898898127,1247333778,1602394181,1778706755,Honorable,7154.61,8.38,7679434002,734934454.8,4155042702,4357494413,338,20.67,28.84,4082.98,9979.55,1473.76,338
339,1721089677,1259797985,1163831489,323291926,1698482923,Rev,9485.51,8.42,8584354507,6357181429,8960148090,3055200756,339,12.4,21.38,8729.14,6378.87,9194.94,339
340,714001396,1144897795,344951261,1937442415,850251732,Mrs,409.93,4.27,4574217776,7643493445,5640385049,1837553007,340,52.02,-19.17,1931.39,6559.43,0.49,340
341,466355977,1500533821,463389359,419186564,863340143,Mr,9712.81,4.65,744444889.6,396599479.1,5319199108,6878823797,341,24.94,20.81,7551.12,8015.87,1242.37,341
342,163717559,1127426536,264473025,1201538049,881264931,Ms,7631.38,4.75,9385064889,8787528499,3454825500,7780301775,342,29.29,16.94,9363.54,2829.68,5208.32,342
343,1083287522,976378955,373193375,1735354404,247319787,Rev,55.58,3.45,1277299712,2390689811,2081752801,6308894759,343,19.49,4.14,1825.04,7233.88,8471.41,343
344,158279213,446270828,126861528,609205750,1351096582,Mr,5803.8,3.66,8324951877,4722592769,5414653157,6559752508,344,18.73,-17.29,4772.1,5437.48,3460.75,344
345,2050471599,933161104,514133502,1232077382,1651536928,Honorable,6109.92,8.86,9929529041,3648714942,8452622746,1443420971,345,56.88,59.66,7780.99,176.69,4445.6,345
346,320860391,832637461,878348636,44817452,214844188,Rev,3969.08,8.36,2826452498,1068752265,1420111175,2940254284,346,39.19,-24.3,9343.98,902.55,2031.89,346
347,2104176662,1365966196,1915635900,1462430198,376428304,Mrs,1072.36,3.42,2079909181,9730501689,3876725398,6787133676,347,30.11,34.2,25.51,6843.49,8876.21,347
348,1926299100,648207444,325323500,487599399,823607188,Honorable,9584.06,0.3,8627890398,486047160,222078022.2,6425774298,348,12.45,-13.23,814.5,1969.24,1114.05,348
349,1658907935,1398150626,1765991945,1404185368,40396464,Rev,54.75,4.62,7301908191,2407208064,8093777455,1960877804,349,55.31,4.41,5380.62,3551.95,1946.66,349
350,933899999,481727873,1663358135,1275243505,1359899632,Mr,6645.22,6.95,8620514660,8119267564,3371992612,8732858441,350,45.32,-26.3,7430.94,8487.29,7272.59,350
351,1002924363,2006038681,1274081503,1115372038,176134696,Dr,65.17,6.98,9509988834,1115977123,8925457051,4370069600,351,2.06,13.69,987.54,1102.26,3338.35,351
352,1201108929,570212231,1161468836,828555028,886890181,Rev,2570.12,2.81,6760665031,941534693.4,9550890681,7644909754,352,19.51,-6.05,6442.27,9470.11,7789.11,352
353,490489465,84305478,1600986563,457596056,1863101761,Rev,9341.22,7.66,5324891986,2670248510,6569037387,3350611651,353,38.52,43.41,5922.75,7044.39,2083.58,353
354,1650620530,383857632,1755127443,978718011,63637052,Ms,8922.92,9.57,7150316177,7811610223,9122640343,93295686.88,354,7.29,42.12,6432.62,1246.2,2091.38,354
355,1822940522,1918717942,880276313,1471231148,241746218,Rev,3868.87,1.5,7870285082,34621895.48,2935028214,9369956115,355,17.7,0.03,164.29,1933.69,7961.76,355
356,294794992,827267920,1401609013,546375785,161173959,Mrs,6599.44,9.32,8745568202,3181110169,4216682511,8788513281,356,9.78,-20.41,7346.36,673.58,6487.12,356
357,1089578114,566522975,146415219,1842954938,109488482,Mr,8074.32,1.44,7396907972,6884554399,462492430.1,2852793249,357,35.31,28.85,9122.48,2585.5,5169.29,357
358,136023296,1336308489,1938639710,142866488,658287778,Ms,7208.01,2.54,5490931052,5294985865,363831640.3,7173083495,358,49.5,22.68,2499.76,3491.97,8827.14,358
359,1546098836,1117283306,1401833403,1562192582,242558402,Dr,9768.25,6.51,17555020.6,5475095675,6632562233,2776854263,359,13.29,-21.14,105.16,6850.02,5341.24,359
360,1700447654,602291278,299945410,1092981793,1471634810,Mr,7130.02,0.19,9731929804,5714114574,4370310139,2240977155,360,36.74,24.84,3862.95,4191.07,6320.29,360
361,2144735147,139905207,682211062,1770708088,848277705,Mr,6738.82,8.16,3618060811,4376929193,1716935094,1697438015,361,28.12,-21.5,6621.29,3060.95,8287,361
362,1768058595,1952431583,1758393709,1896731400,1246593061,Dr,5658.89,7.35,8005282861,3915285018,8352854187,222239588.9,362,8.86,55.45,2196.98,9641.62,1180.65,362
363,1990878118,53840627,1558531368,1795204768,1529134813,Rev,1479.93,7.88,9123903710,6876985751,9363178603,1858231367,363,45.85,2.3,3929.4,8399.99,97.39,363
364,205008473,50698047,1271010600,994237718,1177589755,Rev,4132.12,3.33,9274444586,1403829339,4666765965,9980750027,364,28.44,42.45,9739.99,7500.05,4013.17,364
365,288452101,1262888502,454671067,1859307867,828842098,Honorable,8079.05,8.43,5381807687,3522360677,2070698116,3023091338,365,36.19,14.37,3653.52,9945.15,8721.51,365
366,773262960,1841140994,1509116952,195552507,1620537022,Ms,8286.04,2.1,3951201421,3873207452,6296846084,3767973809,366,5.33,27.96,3598.26,8475.41,2292.96,366
367,1797537847,1620666636,985753044,1428306494,33266422,Ms,6773.53,1.08,1709151151,2935198959,4768785803,7263735242,367,3.7,-16.3,9364.71,6722.43,2389.02,367
368,46858152,1309180997,1421121142,1434325798,126585949,Ms,8542.78,1.84,6047345102,430704737.6,2634121159,495244506,368,27.06,29.1,8299.4,4117.67,7659.4,368
369,1511206580,1696342988,16435944,1264583182,929882341,Honorable,5214.17,4.04,1985678029,6640142668,3219028682,7147188076,369,49.04,37.85,1711.01,4952.44,7774.61,369
370,974937336,1207701938,1960832909,1734502086,637256917,Mrs,2274.21,1.31,8346496450,6892216369,6480560947,5710806230,370,16.58,24.49,5999.57,4935.74,9830.02,370
371,1397474231,377348267,1969669059,567770813,2068757403,Ms,7877.27,6.8,6965917375,8345274582,6576490718,4789921144,371,4.28,31.74,4948.44,8667.49,3618.47,371
372,1322018693,1209379918,522141982,1548365715,419971603,Rev,4343.69,7.48,356217296.5,5068608289,1418573528,7179502760,372,11.14,25.66,8017.57,2127.7,6132.49,372
373,1981173445,246459380,1593786949,2033672303,1328155841,Honorable,8719,6.03,973206982,8099383432,1178069985,9484494312,373,33.02,-4.11,7416.09,4578.62,5482.18,373
374,564783132,2068709181,1456484058,433194749,2067627573,Dr,1574.27,4.96,1493691676,4107319239,397296416.5,9198622837,374,31.1,31.48,1347.89,713.66,7488.79,374
375,1191327679,486522691,1061893206,1018198606,2098820196,Mr,5590.04,9.67,8372464234,375590045.1,8641873633,7875677192,375,18.76,4.19,7844.11,1349.63,7196.67,375
376,1726211098,22071580,581195399,1167539773,700512758,Rev,7034.37,5.55,4227047239,9961320997,2326188410,7993572705,376,12.26,38.72,4505.53,7361.72,9000.33,376
377,633259478,244573622,1791279258,432189950,1054450104,Mrs,3903.83,4.57,3779295861,1222736896,5098861088,7150236192,377,2.69,20.61,5900.99,1240.96,239.15,377
378,685406257,210863673,607808876,379729538,1336084402,Mrs,7784.65,5.75,3922732021,9375045275,6551397786,5594237291,378,22.2,40.53,4981.97,8355.12,6647.5,378
379,1556081013,1094108792,214549522,614908130,1701408491,Mrs,1492.55,9.87,3351315429,3119657904,8797825258,8191187811,379,27.36,-12.1,1845.57,4427.93,6181.72,379
380,1391548366,1122799868,1982470478,1547222496,1692830435,Rev,5718.4,3.09,409320641.4,3349912587,2321503739,8815368943,380,0.54,-6.19,7217.29,7144.37,7919.31,380
381,776675444,1373884812,1993098112,676917979,1432143585,Dr,8341.9,0.52,7263058002,4163185259,6064202121,204313671.7,381,44.42,5.66,4540.76,1900.23,992.85,381
382,18875116,1970016673,945999682,40461521,1732753990,Ms,6746.91,5.17,7280026377,3473733946,4377030385,2269529785,382,45.61,9.35,7300.2,4947.93,8316.63,382
383,1869915450,1521763775,309479573,478831036,529058885,Ms,1880.17,2.91,5421046858,9378543868,8767353779,2143471633,383,10.69,29.63,501.29,2575.08,4280.88,383
384,863761235,45383296,249014592,1636901257,483659619,Rev,1758.52,0.49,6603426572,6897043734,4937876083,8846848621,384,9.33,-8.45,9948.53,6215.24,6379.94,384
385,1151747138,2078699665,1080999372,844652462,1583644616,Honorable,618.77,2.96,1272827521,641650352,9078693175,6426248061,385,6.8,43.51,3294.51,5469.4,3775.18,385
386,737261442,2042675616,1771184606,1164334833,1400514719,Honorable,5524.47,1.32,4889271598,746433888.2,128334503.2,3936324378,386,53.2,-4.29,7789.09,5944.23,1667.14,386
387,517292729,1632218516,2146458906,1085884687,133516014,Mr,1827.09,2.04,7264541166,8392853148,415073132.1,4978955739,387,39.17,25.21,5101.54,1592.13,5337.46,387
388,94036371,776927084,1253123544,2144729392,1319258506,Mrs,425.81,2.24,3060950869,2532875673,2040096756,1638953896,388,29.75,9.72,2260.14,7503.99,9871.26,388
389,1421543109,1880350359,321679533,393269646,959193838,Honorable,524.18,3.14,1872067300,3434867527,3538396355,1752955975,389,3.53,44.87,1170.96,7259.37,9802.55,389
390,2006044516,1229926869,871871473,1348242963,250198323,Dr,1259.74,8.6,3158848568,6087214811,9688922158,8687467347,390,49.23,20.68,4720.14,1755.07,7770.67,390
391,996984173,1204795949,895476988,2034717988,1665783914,Mrs,6785.65,9.1,9348390432,3495957532,3961801818,9695319871,391,25.76,55.36,3869.92,3791.18,1963.34,391
392,1668861667,177523790,1612682231,1370604694,62297877,Rev,4157.27,8.88,8365882666,9425398019,601673716.8,8678306323,392,18.41,-9.71,850.43,9517.77,5056.23,392
393,676544020,600425113,1363476414,2108553831,838235719,Ms,9661.04,8.39,8916160355,9376464863,1093229494,5692129644,393,8.37,26.42,5892.08,1139.23,5142.33,393
394,1173879667,616706914,307230531,126744952,1508612161,Dr,7825.87,7.73,4712340280,8450454877,466440007.1,9688084156,394,27.19,38.09,5276.15,4209.16,1483.26,394
395,555341089,1765071396,2061126925,690887285,134092699,Mr,708.56,7.28,594464842.4,1580712399,110824244.9,1747387062,395,37.97,31.87,8650.52,7186.24,7112.43,395
396,965206792,7698847,1030596499,2103967072,1991291613,Dr,6935.8,8.86,5048818213,15271217.58,7556414731,195140034.6,396,9.21,-9.79,7312.04,6.18,1479.85,396
397,611387858,1165932560,1413103470,1511233062,711292583,Rev,6955.35,8.17,9769058863,2703471152,2127020872,4158533985,397,20.97,16.45,3096.86,4742.25,576.5,397
398,86833063,1172443477,520872422,2010238380,203786976,Mr,6037.33,1,5381604399,7234863511,9954048316,8340477813,398,7.14,44.61,1476.26,268.45,3461.55,398
399,1356374222,1770716022,651761033,1230514452,1517286775,Mrs,7307.28,9.13,9048348755,7049044273,8094774577,8209795126,399,11.93,37.99,2035.72,9899.29,2077.62,399
400,94383530,118768366,815437980,1280440142,244238662,Mr,5601.73,2.95,8529174805,5544686777,4362609689,7430405329,400,53.16,15.55,7496.38,6402.59,1148.75,400
401,1693461386,1407611904,620223922,1558540229,1835962510,Dr,3759.31,3.19,2706167396,7210444177,6595090968,5342261499,401,18.27,0.91,6923.42,4894.36,8971.95,401
402,534275804,2118966765,449662210,91497638,2042800668,Honorable,9349.2,4.09,304627222.3,6841340616,8768957584,7393703103,402,33.63,-20.15,3870.56,8355.97,9484.73,402
403,903485281,1767439883,826303427,2003675376,689002332,Mrs,2850.02,9.59,7511349960,6024971610,340162501.8,8584979440,403,19.3,11.65,5231.96,5059.53,5444.05,403
404,1507259568,1505302044,1328186876,876561571,2132508442,Ms,2234.33,3.42,6507331373,9586317751,7110620467,1662380753,404,59.97,55.55,5161.62,5363.2,7232.04,404
405,1691592841,1468035997,359723290,723444650,656689901,Honorable,7726.51,9.28,901104876.8,9991598697,9620331271,6970111025,405,39.78,-16.45,4791.71,3626.69,3035.98,405
406,1796367636,1360173485,1690609562,1263719078,1883055213,Mr,6359.94,0.04,6285802964,4743510819,8128810715,2649410543,406,10.77,-18.85,5969.42,5116.35,7136.08,406
407,54585354,1319596200,2066746244,1322629302,2067348152,Mrs,7144.63,6.69,3378092393,2730532356,8762836365,8572179145,407,11.98,-16.63,4532.7,4066.14,7245.5,407
408,1327519697,1076035561,213103154,319632198,1932015153,Rev,6707.63,8.68,2284205549,9300718317,9698619248,5550866399,408,11.45,18.25,285.4,9030.36,6979.32,408
409,60400,1448153690,1626360105,167920822,940204526,Mrs,6961.71,6.07,3449251136,4822980441,7316519290,5949722082,409,47.65,7.91,3452.02,4994.16,386.59,409
410,1840505847,543878209,1902549384,1468533234,2092220140,Dr,2790.27,7.88,8002595561,8974829160,9191568231,1274472212,410,3.36,31.52,8125.14,8871.38,8838.76,410
411,496872984,1678185326,955063123,194881789,766164466,Mr,4305.39,1.72,3993260179,4906218537,2567086873,1204642060,411,22.6,16.56,510.19,7697.44,5426.74,411
412,1867150447,616083249,1525549760,1081374312,443531697,Dr,1064.31,1.42,9196458302,3702456540,9070063680,7227304804,412,5.41,40.31,9263.16,3144.34,7707.38,412
413,440401044,426526159,1323735254,769100309,208369250,Mrs,5656.33,2.91,4008663726,5932099068,1611296074,6298182517,413,3.14,43.23,92.4,3713.52,924.02,413
414,1579863153,249825693,1837359319,339947847,1170950392,Ms,4669.4,9.95,3084235976,4032363820,5417227283,8299803666,414,50.43,6.3,8326.84,8010.49,2284.38,414
415,1770452045,1119515785,1922105580,404823036,288138111,Honorable,7880.05,9.91,7155382109,9863773234,6235834901,4093276314,415,40.47,1.71,8822.03,5315.59,1838.42,415
416,1537686098,914071438,271161448,1673223543,1487542278,Dr,7138.47,9.73,5405906758,1402234473,7383375956,802867205.6,416,17.3,36.04,386.81,4856.03,8687.99,416
417,1353704616,1454846186,770879897,186107043,305135488,Ms,3796.14,3.49,496329069.4,2049963166,2606370774,3934670612,417,30.09,46.52,5000.77,1017.48,1125.26,417
418,9844735,516025942,382324259,503778468,525279947,Rev,2947.72,0.17,1962119782,9878578584,8283187836,8343362539,418,4.05,49.41,3707.57,9579.52,829.46,418
419,975446443,153117052,47986735,64801462,1777194858,Rev,1333.86,10,6739526559,5710384285,6566164850,7138975100,419,45.55,43.09,7007.97,638.14,9303.05,419
420,2016703771,290118864,1373150015,1238561821,137841949,Ms,942.77,8.21,8536360875,2614808687,9305295205,7349878366,420,12.36,31.11,6807.46,1278.48,7866.66,420
421,2135405494,1494511707,2001395755,942785101,1507187707,Mrs,4050.47,7.75,7173741798,5467370646,3677781823,6963644932,421,54.88,23.26,492.32,5225.39,2850.74,421
422,25218426,1169786710,444952194,1333793875,1888021715,Honorable,1205.7,3.5,2107711485,9486116123,2063013293,2427598990,422,7.16,-4.16,9765.69,7453.13,7602.1,422
423,856241961,917990737,2034355053,1780230589,384235194,Dr,1665.94,6.09,4942256233,7616199330,6341138630,4410459728,423,44.92,40.9,4382.06,1340.92,3039.49,423
424,292778015,1554349576,663868,746571632,804969546,Dr,7636.68,9.72,8932482076,1436991606,3830726320,2823652279,424,3.79,25.31,1299.97,3021.48,9576.36,424
425,146685028,1516204528,1050054317,837919870,130702367,Dr,4141.36,1.65,6469549995,2031317100,5239017174,1802010046,425,11.87,16.29,3760.76,4661.17,3482.98,425
426,809467788,1613980982,1798314684,2125150290,1334964188,Dr,8724.76,6.42,978275415.4,5592866180,4819774638,8646029359,426,8.07,3.37,593.19,1275.46,1810.58,426
427,1971997129,1304556439,1783678340,759392428,683976843,Rev,1157.45,1.89,5969820271,7066025510,6789383171,4571642226,427,48.05,48.42,7429.45,6252.29,1833.46,427
428,1156857813,1940601654,1466482961,1498122644,429765388,Mr,4902.52,6.29,7237147304,5315972577,9734546233,7641368026,428,51.01,-16.3,4861.11,4568.03,5138.06,428
429,266366978,960959100,1061260397,1361779435,913093668,Ms,6371.03,0.94,9516977443,2095968794,8164345873,2279546434,429,53.96,53.49,1958.11,9710.34,3990.48,429
430,180765596,1821430296,1224168522,901689172,1215724493,Ms,8554.5,8.14,4525558259,7393368825,7738717507,5519219907,430,23.5,-21.85,9739.15,1428.98,6487.05,430
431,111375090,1322646584,1144396376,106080833,366971887,Ms,6796.37,9.27,5034879213,9149684065,756926613.1,4872209648,431,33.47,-18.55,1914.71,1374.03,8510.79,431
432,88451054,1544100860,183944964,1996334202,1169369333,Mrs,6643.46,4.26,7165902235,6052414222,8550505305,4224349615,432,16.74,58.22,1291.34,1659.93,9378.46,432
433,1462695000,1870372160,509101859,1328576482,1207226584,Mr,5682.42,9.58,1384971853,7834298915,1871731182,8996500507,433,46.54,4.62,777.81,2133.8,7162.84,433
434,1820200437,503815939,963802536,418139959,295071565,Rev,2392.97,3.88,5502026327,3134883314,1270212570,4520402433,434,45.81,-29.99,6660.69,9241.17,5974.73,434
435,204705900,1407673252,1398020288,1986659911,1747943385,Rev,6618.46,3.77,6718644890,4571237623,7782502284,5030425104,435,17.06,35.35,7065.95,8371.88,9941.7,435
436,427950564,1222790592,1318563852,1892661734,21881910,Ms,7252.2,3.31,3070069284,798807410.8,997000500.4,2823780778,436,10.82,41.35,499.41,8703.79,2400.67,436
437,711858843,412822944,726360953,253675079,327691444,Mr,1655.19,3,3706894434,8650248514,1631646344,5807332946,437,7.33,59.48,4395.88,5057.64,2046.2,437
438,490475612,383128770,113118369,2087415607,1624736420,Ms,5287.15,3.61,5599071736,4501550673,7644385607,9138604317,438,34.14,-2.27,8717.58,4870.26,730.88,438
439,469376729,1616500588,117413005,794244950,943345231,Mr,1441.25,7.83,5087349426,7735912826,4949804972,1649112391,439,51.6,15.88,6491.59,6117.13,4254.48,439
440,232569765,825704371,109095674,1557923024,1242408163,Honorable,7285.73,7.15,437551178.7,6632426904,6823777475,2446490445,440,11.84,20.32,4186.37,8703.41,1347.39,440
441,1891152023,1705680839,323871779,1492618794,1412720790,Rev,9659.55,6.69,6031042890,2375892546,3087492856,5724122927,441,59.09,-2.09,6873.46,5814.11,5980,441
442,2145646393,1011673464,1887467334,1214840383,373692028,Mr,5720.09,8.28,6094132685,1159155007,1164362537,2207902836,442,10.4,46.25,431.79,6449.45,8881.71,442
443,378954029,1218207788,1138095324,779516916,1713218596,Mr,6140.66,6.11,9459048251,4182240347,5704683398,5314207084,443,42.87,44.26,965.53,3225.22,6548.45,443
444,1850909897,1697389129,323923709,1964751370,727642191,Mr,7964.35,8.1,8017573403,681624112.8,3294241289,9554659269,444,25.66,-4.48,1643.02,8537.76,1637.05,444
445,722961571,814695826,1514816723,1725550992,2050378114,Rev,8075.44,5.1,4696938827,4037262697,5948998279,1725188387,445,6.88,-11.95,4690.4,9668.75,6217.6,445
446,770334855,433895845,885846078,1977461738,1265851500,Honorable,3323.04,2.62,491645328.3,4391871778,9060366254,3987542076,446,20.71,47.98,6641.49,8386,131.21,446
447,1876963934,77715463,368345518,2131757267,1942114402,Mr,2330.15,8.73,3253839508,717969028.1,3377085065,1431529052,447,35.28,38.5,6393.58,6649.24,5578.7,447
448,347404937,574733819,1068141965,2120104764,408434116,Rev,8746.18,8.22,5659631560,9485742456,6677852379,8374064666,448,9.49,40.85,3697.72,8704.87,7433.69,448
449,1108802827,1986075031,1898380316,1619974471,421341215,Ms,7526.84,2.73,6109750913,5928939037,9030198651,541398871.4,449,30.12,42.17,7606.58,3224.95,4109.02,449
450,1187348660,1244348640,999848395,61181352,749274992,Rev,8365.36,6.88,264582535.6,198242598.6,589751769.5,4844353977,450,56.69,32.83,2513.51,5236.6,1437.01,450
451,73855514,1521228788,53745823,967633757,463869018,Mr,2836.42,2.9,4123792641,6840980577,8361263575,4074359008,451,36.32,39.03,1590.78,2028.54,1670.14,451
452,624583221,380782118,1150991583,905584580,420557993,Ms,1822.21,9.28,9318938594,6743097887,3009906475,5967343033,452,2.88,-8.54,856.68,4356.39,4738.73,452
453,1324113395,225632447,1175106846,1211877065,1784521307,Ms,4150.16,2.55,7688404661,2743068485,1476366526,2399924057,453,50.15,51.18,6177.85,6085.5,4800.3,453
454,1261474841,157523478,264412807,1086113524,95292425,Honorable,7899.23,5.06,4385507904,6321191122,4682188268,5538938634,454,15.54,43.08,685.5,6180.11,9512.28,454
455,1850811228,259128519,108705381,1404544055,225505924,Mrs,532.09,9.45,7143776094,2623163622,282606619.3,5830589974,455,47.74,-6.68,3857.22,5881.26,5440.97,455
456,304459719,1129574922,243332804,124104779,596623497,Dr,5709.48,0.07,3097623399,2788925174,790436209.5,2194240914,456,57.58,29.29,5019.65,4307.35,4282.9,456
457,386308111,1414597819,328680704,569907188,1547161430,Mrs,5032.37,0.99,3449498295,7538661706,1917981962,838658749.9,457,24.7,-22.71,166.62,626.27,9878.04,457
458,872142586,1086645712,466671468,1382944846,64769614,Honorable,6425.53,9.1,1432017365,6999036933,6193576822,4869869536,458,15.84,16.9,1414.61,6573.12,2690.04,458
459,1450370075,1044775387,1695739992,711716573,658258800,Dr,8144.29,8.05,9836765301,4862731384,8670479763,1790159701,459,55.11,-17.75,3199.48,6602.89,9394.16,459
460,846192096,772541810,1385765649,71729917,637321882,Ms,2682.03,3.87,7386934673,2442667924,1438212332,1306491157,460,12.47,-0.59,803.63,1808.12,1230.53,460
461,1201826571,634063371,407910837,1077385114,856951432,Mrs,6764.86,9.01,1250089206,9269155425,5497126444,1830636332,461,17.92,16.34,4574.72,1340.66,830.95,461
462,1681912570,2068582205,389781903,386733948,1983284629,Rev,3900.76,4.46,8611831156,3547974112,6416246005,6661317105,462,14.2,26.96,7035.58,4716.5,3822.52,462
463,1368259240,1209089731,1388264449,1022084598,399644756,Rev,4860.33,2.33,6488968852,6174711109,8818241729,5884506606,463,26.28,37.3,38.98,905.18,6739.84,463
464,312546099,395795412,1759714172,421780527,436955026,Dr,5615.49,9.83,4689227755,8292622668,5494258360,5927180981,464,31.79,19.78,2998.33,91.49,5971.87,464
465,1733360861,1764082923,486980136,1111147856,59033806,Mr,3352.48,2.27,3783330395,8043009093,3117952803,4725891765,465,28.6,-26,792.84,7348.37,6180.22,465
466,736248884,184157981,354070950,60603880,1196074913,Rev,5575.45,7.42,1682452123,784766430.3,6641584816,5529932554,466,11.63,-13.59,663.65,4353.87,9183.42,466
467,1561676080,1066255774,1042299923,1287123793,343678155,Honorable,1486.59,2.55,420908637,1650995939,6688289625,4024579913,467,22.72,53.68,3947.77,9003.08,4720.46,467
468,1376168064,1555474420,1648900041,1742665097,350564809,Rev,6372.84,6.88,3989249099,4933049966,6250299041,7419931038,468,9.63,-8.44,4031.38,2719.32,1154.43,468
469,2131736013,1801031990,1032962256,383948065,2098371559,Rev,2193.97,0.82,5977226909,2070313257,2192677887,5775084740,469,3.72,49.58,6000.38,7035.82,8753.19,469
470,304364466,264461816,1281837721,452963051,443241735,Ms,900.61,7.33,2670910723,694391477.2,2948161428,5582831170,470,16.24,45.02,3373.95,7813.04,6487.83,470
471,910051200,2006698857,1005347831,363891080,1397298638,Dr,4777.25,8.2,9398046509,9943321668,305979859.8,2085047808,471,54.78,-0.63,8216.48,5758.18,9942.48,471
472,2110818718,1324531173,760407248,1957796855,885744053,Honorable,1703.45,5.36,5632045730,30438882.1,7897052244,2789348871,472,15.9,21.23,1009.64,6455.19,1414.85,472
473,882024278,1993641479,176414440,1697416326,1850043160,Dr,8347.74,4.71,8015659476,3265538389,7089605125,9179748891,473,25.35,31.65,2156.82,6985.21,9393.56,473
474,549628832,695047139,196683103,450672408,2001094340,Honorable,738.98,2.93,1270737669,7928590582,4592244399,2155986665,474,35.23,4.91,1749.26,6940,1066.13,474
475,1397495512,1489333712,1970893839,830159451,1042791957,Dr,8392.02,7.77,9979958648,592724334.7,2377681422,5253266133,475,59.59,-9.08,8577.89,2019.46,5417.94,475
476,508309568,880215132,563860045,48517063,549577049,Ms,5660.65,6.6,1648577540,6167072096,7685377031,1843189720,476,26.71,45.43,9708.3,3446.54,2949,476
477,1286140610,948620545,2115041888,771688127,1567788641,Rev,2698.8,6.23,5326435222,2070445138,3071579469,9525362859,477,27.97,1.58,8439.77,3598.68,8674.21,477
478,1134536831,12734053,833070734,1997953015,2081505049,Dr,2949.47,5.36,4098332573,7983649867,408793570.1,6431199769,478,58.8,-14.02,5155.07,6211.87,1148.16,478
479,1636050050,683072681,1136916760,1034917744,935483558,Rev,9845.19,0.25,3417600309,3607269673,7569646503,7203496780,479,23.41,19.91,9759.67,5642.97,5068.06,479
480,82350949,302686223,1241821538,313812726,45553872,Mrs,9172.14,7.38,8145099662,7485511217,5091003255,9556243363,480,58.93,50.14,5036.49,1553.25,5667.77,480
481,1022113374,1904095447,961669279,1571514514,6487029,Ms,7405.04,0.52,5583525203,6541696105,1841979682,7180899508,481,28.48,0.15,4063.45,8128.81,6845.48,481
482,2010205279,242952894,499181252,1340807928,2120920150,Mrs,8279.15,7.19,7932376508,6392309425,9619983894,8750483831,482,41.35,2.39,6192.95,3612.39,5001.84,482
483,2084832136,276422265,200507916,371163931,1640346072,Dr,5905.42,7.42,4321676241,8089697234,691174308.6,983247769.6,483,2.69,27.18,684.41,6374.42,8505.43,483
484,45853900,1958606250,109295209,1783638840,126654011,Mrs,8211.53,6.27,8861060437,7433944210,1210614304,9527150744,484,28.09,16.1,7989.95,9826.39,2881.96,484
485,1048871303,387243257,1216701229,1635908015,1977911927,Dr,4026.43,5.33,4898238931,4321660376,7530933939,4555881451,485,59.12,-9.38,5293.92,5317.33,9451.49,485
486,1125043202,108740106,1632320413,2029428581,1625948549,Honorable,1618.04,2.3,181708606.4,9645781125,7168303703,6502054541,486,58.66,46.53,6488.4,4760.24,3786.53,486
